TARGETID,GENENAME,,,Disease Entry, [ICD-11]
T74312,FLT3,INDICATI,Phase 2,Transplanted organ/tissue,[ICD-11: QB63]
T74312,FLT3,INDICATI,Investigative,Virus infection,[ICD-11: 1A24-1D9Z]
,#N/A,,,,
T74363,PLAUR,TARGETID,T74363,,
T74363,PLAUR,TARGNAME,Urokinase plasminogen activator surface receptor (PLAUR),,
T74363,PLAUR,INDICATI,Phase 1/2,Acquired hypomelanotic disorder,[ICD-11: ED63]
T74363,PLAUR,INDICATI,Phase 1/2,Atopic eczema,[ICD-11: EA80]
T74363,PLAUR,INDICATI,Approved,Myeloproliferative neoplasm,[ICD-11: 2A20]
T74363,PLAUR,INDICATI,Phase 3,Pancreatic cancer,[ICD-11: 2C10]
T74363,PLAUR,INDICATI,Approved,Thrombocytosis,[ICD-11: 3B63]
,#N/A,,,,
T74381,MAGEC1,TARGETID,T74381,,
T74381,MAGEC1,TARGNAME,Cancer/testis antigen MAGE-C1/CT7 (MAGEC1),,
T74381,MAGEC1,INDICATI,Phase 1/2,Lung cancer,[ICD-11: 2C25]
,#N/A,,,,
T74402,#N/A,TARGETID,T74402,,
T74402,#N/A,TARGNAME,NF-kappa-B-p38 signaling pathway (NFKB-p38 pathway),,
T74402,#N/A,INDICATI,Phase 1,Rheumatoid arthritis,[ICD-11: FA20]
,#N/A,,,,
T74429,#N/A,TARGETID,T74429,,
T74429,#N/A,TARGNAME,Calcium (Ca),,
T74429,#N/A,INDICATI,Approved,Abnormal urine serum electrolytes level,[ICD-11: MF98]
T74429,#N/A,INDICATI,Approved,Low bone mass disorder,[ICD-11: FB83]
,#N/A,,,,
T74437,#N/A,TARGETID,T74437,,
T74437,#N/A,TARGNAME,Actin polymerization (Actin poly),,
T74437,#N/A,INDICATI,Phase 2,Arteries/arterioles disorder,[ICD-11: BD52]
,#N/A,,,,
T74456,AGTR1,TARGETID,T74456,,
T74456,AGTR1,TARGNAME,Angiotensin II receptor type-1 (AGTR1),,
T74456,AGTR1,INDICATI,Terminated,Alzheimer disease,[ICD-11: 8A20]
T74456,AGTR1,INDICATI,Investigative,Arteries/arterioles disorder,[ICD-11: BD52]
T74456,AGTR1,INDICATI,Approved,Essential hypertension,[ICD-11: BA00]
T74456,AGTR1,INDICATI,Phase 2,Heart failure,[ICD-11: BD10-BD1Z]
T74456,AGTR1,INDICATI,Approved,Hypertension,[ICD-11: BA00-BA04]
T74456,AGTR1,INDICATI,Discontinued in Phase 2,Hypotension,[ICD-11: BA20-BA21]
T74456,AGTR1,INDICATI,Phase 3,Metabolic disorder,[ICD-11: 5C50-5D2Z]
T74456,AGTR1,INDICATI,Phase 2,Myocardial infarction,[ICD-11: BA41-BA43]
T74456,AGTR1,INDICATI,Approved,Secondary hypertension,[ICD-11: BA04]
T74456,AGTR1,INDICATI,Approved,Urinary system clinical sympton,[ICD-11: MF8Y]
,#N/A,,,,
T74483,KCNQ2,TARGETID,T74483,,
T74483,KCNQ2,TARGNAME,Voltage-gated potassium channel Kv7.2 (KCNQ2),,
T74483,KCNQ2,INDICATI,Preclinical,Pain,[ICD-11: MG30-MG3Z]
,#N/A,,,,
T74500,KCND3,TARGETID,T74500,,
T74500,KCND3,TARGNAME,Voltage-gated potassium channel Kv4.3 (KCND3),,
T74500,KCND3,INDICATI,Approved,Acidosis,[ICD-11: 5C73]
T74500,KCND3,INDICATI,Terminated,Genetic cardiac arrhythmia,[ICD-11: BC65]
,#N/A,,,,
T74654,#N/A,TARGETID,T74654,,
T74654,#N/A,TARGNAME,Adrenergic neuron (AD neuro),,
T74654,#N/A,INDICATI,Approved,Essential hypertension,[ICD-11: BA00]
T74654,#N/A,INDICATI,Approved,Hypertension,[ICD-11: BA00-BA04]
,#N/A,,,,
T74839,CDK13,TARGETID,T74839,,
T74839,CDK13,TARGNAME,Cyclin-dependent kinase 13 (CDK13),,
T74839,CDK13,INDICATI,Investigative,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T74891,Eh CP4,TARGETID,T74891,,
T74891,Eh CP4,TARGNAME,Entamoeba Cysteine proteinase CP4  (Eh CP4),,
T74891,Eh CP4,INDICATI,Investigative,Amoebiasis,[ICD-11: 1A36]
,#N/A,,,,
T74937,DBH,TARGETID,T74937,,
T74937,DBH,TARGNAME,Dopamine beta hydroxylase (DBH),,
T74937,DBH,INDICATI,Phase 2,Heart failure,[ICD-11: BD10-BD1Z]
T74937,DBH,INDICATI,Phase 2,Post-traumatic stress disorder,[ICD-11: 6B40]
,#N/A,,,,
T74977,TTK,TARGETID,T74977,,
T74977,TTK,TARGNAME,Dual specificity protein kinase TTK (MPS1),,
T74977,TTK,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75041,#N/A,TARGETID,T75041,,
T75041,#N/A,TARGNAME,Tumor-associated glycoprotein 72 (TAG-72),,
T75041,#N/A,INDICATI,Approved,Breast cancer,[ICD-11: 2C60-2C6Y]
,#N/A,,,,
T75243,MTOR,TARGETID,T75243,,
T75243,MTOR,TARGNAME,Serine/threonine-protein kinase mTOR (mTOR),,
T75243,MTOR,INDICATI,Approved,Arteries/arterioles disorder,[ICD-11: BD52]
T75243,MTOR,INDICATI,Phase 1/2,Bladder cancer,[ICD-11: 2C94]
T75243,MTOR,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T75243,MTOR,INDICATI,Approved,Chronic myelomonocytic leukaemia,[ICD-11: 2A40]
T75243,MTOR,INDICATI,Phase 2,Endometrial cancer,[ICD-11: 2C76]
T75243,MTOR,INDICATI,Phase 2,Head and neck cancer,[ICD-11: 2D42]
T75243,MTOR,INDICATI,Phase 1/2,Hydrocephalus,[ICD-11: 8D64]
T75243,MTOR,INDICATI,Phase 1,Liver cancer,[ICD-11: 2C12]
T75243,MTOR,INDICATI,Phase 2,Lung cancer,[ICD-11: 2C25]
T75243,MTOR,INDICATI,Phase 1,Lymphangioleiomyomatosis,[ICD-11: CB07]
T75243,MTOR,INDICATI,Phase 1,Lymphoma,[ICD-11: 2A80-2A86]
T75243,MTOR,INDICATI,Phase 2,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T75243,MTOR,INDICATI,Phase 2,Malignant mesenchymal neoplasm,[ICD-11: 2B5D-2B5Y]
T75243,MTOR,INDICATI,Investigative,Mature T-cell lymphoma,[ICD-11: 2A90]
T75243,MTOR,INDICATI,Phase 2,Metastatic lymph node neoplasm,[ICD-11: 2D60]
T75243,MTOR,INDICATI,Approved,Multiple myeloma,[ICD-11: 2A83]
T75243,MTOR,INDICATI,Phase 1,Pain,[ICD-11: MG30-MG3Z]
T75243,MTOR,INDICATI,Phase 2,Pancreatic cancer,[ICD-11: 2C10]
T75243,MTOR,INDICATI,Phase 1,Pleural mesothelioma,[ICD-11: 2C26]
T75243,MTOR,INDICATI,Investigative,Postoperative inflammation,[ICD-11: 1A00-CA43]
T75243,MTOR,INDICATI,Phase 2,Prostate cancer,[ICD-11: 2C82]
T75243,MTOR,INDICATI,Phase 1,Pulmonary hypertension,[ICD-11: BB01]
T75243,MTOR,INDICATI,Approved,Renal cell carcinoma,[ICD-11: 2C90]
T75243,MTOR,INDICATI,Phase 3,Sarcoma,[ICD-11: 2A60-2C35]
T75243,MTOR,INDICATI,Approved,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T75243,MTOR,INDICATI,Approved,Transplant rejection,[ICD-11: NE84]
T75243,MTOR,INDICATI,Investigative,Ulcerative colitis,[ICD-11: DD71]
T75243,MTOR,INDICATI,Phase 1,Vascular system developmental anomaly,ICD-11: LA90
,#N/A,,,,
T75251,#N/A,TARGETID,T75251,,
T75251,#N/A,TARGNAME,Tubulin receptor (TUBR),,
T75251,#N/A,INDICATI,Phase 1,Retinopathy,[ICD-11: 9B71]
,#N/A,,,,
T75256,MLANA,TARGETID,T75256,,
T75256,MLANA,TARGNAME,MART-1 melanoma antigen (MLANA),,
T75256,MLANA,INDICATI,Phase 3,Melanoma,[ICD-11: 2C30]
,#N/A,,,,
T75273,Stap-coc gyrA,TARGETID,T75273,,
T75273,Stap-coc gyrA,TARGNAME,Staphylococcus DNA gyrase A (Stap-coc gyrA),,
T75273,Stap-coc gyrA,INDICATI,Phase 3,Bacterial infection,[ICD-11: 1A00-1C4Z]
T75273,Stap-coc gyrA,INDICATI,Approved,Impetigo,[ICD-11: 1B72]
,#N/A,,,,
T75440,TSPO,TARGETID,T75440,,
T75440,TSPO,TARGNAME,Translocator protein (TSPO),,
T75440,TSPO,INDICATI,Phase 1,Alzheimer disease,[ICD-11: 8A20]
T75440,TSPO,INDICATI,Approved,Anxiety disorder,[ICD-11: 6B00-6B0Z]
T75440,TSPO,INDICATI,Phase 2,Brain disease,[ICD-11: 8C70-8E61]
T75440,TSPO,INDICATI,Approved,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T75440,TSPO,INDICATI,Investigative,Gram-positive bacterial infection,[ICD-11: 1B74-1F40]
T75440,TSPO,INDICATI,Approved,Insomnia,[ICD-11: 7A00-7A0Z]
T75440,TSPO,INDICATI,Approved,Intentional self-harm,[ICD-11: PC91]
T75440,TSPO,INDICATI,Phase 2,Irritable bowel syndrome,[ICD-11: DD91]
T75440,TSPO,INDICATI,Discontinued in Phase 2,Mild neurocognitive disorder,[ICD-11: 6D71]
T75440,TSPO,INDICATI,Approved,Mood/affect symptom,[ICD-11: MB24]
T75440,TSPO,INDICATI,Discontinued in Phase 2,Muscular atrophy,[ICD-11: 8B61]
T75440,TSPO,INDICATI,Terminated,Pain,[ICD-11: MG30-MG3Z]
T75440,TSPO,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T75440,TSPO,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T75440,TSPO,INDICATI,Approved,Tonus and reflex abnormality,[ICD-11: MB47]
,#N/A,,,,
T75498,NQO2,TARGETID,T75498,,
T75498,NQO2,TARGNAME,Quinone reductase 2 (NQO2),,
T75498,NQO2,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T75498,NQO2,INDICATI,Approved,Insomnia,[ICD-11: 7A00-7A0Z]
T75498,NQO2,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75499,#N/A,TARGETID,T75499,,
T75499,#N/A,TARGNAME,Human Deoxyribonucleic acid major groove (hDNA maj),,
T75499,#N/A,INDICATI,Approved,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75570,YES1,TARGETID,T75570,,
T75570,YES1,TARGNAME,Yes tyrosine kinase (YES),,
T75570,YES1,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75596,METAP2,TARGETID,T75596,,
T75596,METAP2,TARGNAME,Methionine aminopeptidase 2 (METAP2),,
T75596,METAP2,INDICATI,Phase 1,Diabetes mellitus,[ICD-11: 5A10]
T75596,METAP2,INDICATI,Phase 1,Obesity,[ICD-11: 5B80-5B81]
T75596,METAP2,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T75596,METAP2,INDICATI,Phase 2,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T75613,LAMC2,TARGETID,T75613,,
T75613,LAMC2,TARGNAME,Laminin gamma-2 subunit (LAMC2),,
T75613,LAMC2,INDICATI,Preclinical,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75643,NOD2,TARGETID,T75643,,
T75643,NOD2,TARGNAME,Pattern recognition receptor NOD2 (NOD2),,
T75643,NOD2,INDICATI,Phase 2,Diabetes mellitus,[ICD-11: 5A10]
T75643,NOD2,INDICATI,Phase 2,Hepatitis virus infection,[ICD-11: 1E50-1E51]
T75643,NOD2,INDICATI,Investigative,Sepsis,[ICD-11: 1G40-1G41]
,#N/A,,,,
T75716,DLL3,TARGETID,T75716,,
T75716,DLL3,TARGNAME,Delta-like protein 3 (DLL3),,
T75716,DLL3,INDICATI,Phase 3,Lung cancer,[ICD-11: 2C25]
T75716,DLL3,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T75716,DLL3,INDICATI,Phase 1,Stomach cancer,[ICD-11: 2B72]
,#N/A,,,,
T75788,COL18A1,TARGETID,T75788,,
T75788,COL18A1,TARGNAME,Endostatin (COL18A1),,
T75788,COL18A1,INDICATI,Phase 2,Retinopathy,[ICD-11: 9B71]
,#N/A,,,,
T75797,PTGFR,TARGETID,T75797,,
T75797,PTGFR,TARGNAME,Prostaglandin F2-alpha receptor (PTGFR),,
T75797,PTGFR,INDICATI,Approved,Abortion,[ICD-11: JA00]
T75797,PTGFR,INDICATI,Clinical trial,Alzheimer disease,[ICD-11: 8A20]
T75797,PTGFR,INDICATI,Discontinued in Phase 3,Arterial occlusive disease,[ICD-11: BD40]
T75797,PTGFR,INDICATI,Phase 4,Coronary atherosclerosis,[ICD-11: BA80]
T75797,PTGFR,INDICATI,Phase 1,Female pelvic pain,[ICD-11: GA34]
T75797,PTGFR,INDICATI,Approved,Glaucoma,[ICD-11: 9C61]
T75797,PTGFR,INDICATI,Investigative,Herpes simplex infection,[ICD-11: 1F00]
T75797,PTGFR,INDICATI,Phase 3,Renal cell carcinoma,[ICD-11: 2C90]
T75797,PTGFR,INDICATI,Clinical trial,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75819,FBXO3,TARGETID,T75819,,
T75819,FBXO3,TARGNAME,F-box only protein 3 (FBXO3),,
T75819,FBXO3,INDICATI,Preclinical,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T75888,CPT1B,TARGETID,T75888,,
T75888,CPT1B,TARGNAME,Carnitine O-palmitoyltransferase I (CPT1B),,
T75888,CPT1B,INDICATI,Discontinued in Phase 1,Acute diabete complication,[ICD-11: 5A2Y]
T75888,CPT1B,INDICATI,Approved,Angina pectoris,[ICD-11: BA40]
T75888,CPT1B,INDICATI,Terminated,Heart failure,[ICD-11: BD10-BD1Z]
T75888,CPT1B,INDICATI,Approved,Mild neurocognitive disorder,[ICD-11: 6D71]
T75888,CPT1B,INDICATI,Approved,Nutritional deficiency,[ICD-11: 5B50-5B71]
T75888,CPT1B,INDICATI,Investigative,Obesity,[ICD-11: 5B80-5B81]
T75888,CPT1B,INDICATI,Terminated,Psoriasis,[ICD-11: EA90]
,#N/A,,,,
T75890,DPYD,TARGETID,T75890,,
T75890,DPYD,TARGNAME,Dihydrothymine dehydrogenase (DPYD),,
T75890,DPYD,INDICATI,Investigative,Colorectal cancer,[ICD-11: 2B91]
T75890,DPYD,INDICATI,Phase 2,Hyper-lipoproteinaemia,[ICD-11: 5C80]
T75890,DPYD,INDICATI,Approved,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T75907,#N/A,TARGETID,T75907,,
T75907,#N/A,TARGNAME,ATP synthase (ATPS),,
T75907,#N/A,INDICATI,Phase 1,Alzheimer disease,[ICD-11: 8A20]
,#N/A,,,,
T75984,#N/A,TARGETID,T75984,,
T75984,#N/A,TARGNAME,5-HT 2 receptor (5HT2R),,
T75984,#N/A,INDICATI,Phase 2,Anxiety disorder,[ICD-11: 6B00-6B0Z]
T75984,#N/A,INDICATI,Terminated,Cerebral ischaemia,[ICD-11: 8B1Z]
T75984,#N/A,INDICATI,Discontinued in Phase 2,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T75984,#N/A,INDICATI,Approved,Depression,[ICD-11: 6A70-6A7Z]
T75984,#N/A,INDICATI,Approved,Hypertension,[ICD-11: BA00-BA04]
T75984,#N/A,INDICATI,Terminated,Migraine,[ICD-11: 8A80]
T75984,#N/A,INDICATI,Approved,Psychotic disorder,[ICD-11: 6A20-6A25]
T75984,#N/A,INDICATI,Phase 1,Rheumatoid arthritis,[ICD-11: FA20]
T75984,#N/A,INDICATI,Phase 2,Schizophrenia,[ICD-11: 6A20]
T75984,#N/A,INDICATI,Phase 2,Social anxiety disorder,[ICD-11: 6B04]
T75984,#N/A,INDICATI,Terminated,Thrombosis,[ICD-11: DB61-GB90]
,#N/A,,,,
T76024,C1S,TARGETID,T76024,,
T76024,C1S,TARGNAME,Complement C1s component (C1S),,
T76024,C1S,INDICATI,Phase 1,Acquired haemolytic anaemia,ICD-11: 3A20
T76024,C1S,INDICATI,Approved,Haemolytic anemia,[ICD-11: 3A20-3A2Z]
T76024,C1S,INDICATI,Phase 2,Inflammatory polyneuropathy,[ICD-11: 8C01]
T76024,C1S,INDICATI,Approved,Innate/adaptive immunodeficiency,[ICD-11: 4A00]
T76024,C1S,INDICATI,Phase 1,Ischaemic/haemorrhagic stroke,[ICD-11: 8B20]
T76024,C1S,INDICATI,Phase 1,Neurodegenerative disorder,[ICD-11: 8A20-8A23]
T76024,C1S,INDICATI,Phase 1,Neuromyelitis optica,[ICD-11: 8A43]
T76024,C1S,INDICATI,Phase 1,Pemphigoid,[ICD-11: EB41]
T76024,C1S,INDICATI,Phase 2,Thrombocytopenia,ICD-11: 3B64
,#N/A,,,,
T76059,FKBP1A,TARGETID,T76059,,
T76059,FKBP1A,TARGNAME,FK506-binding protein 1A (FKBP1A),,
T76059,FKBP1A,INDICATI,Phase 2,Parkinsonism,[ICD-11: 8A00]
T76059,FKBP1A,INDICATI,Phase 2,Pruritus,[ICD-11: EC90]
T76059,FKBP1A,INDICATI,Phase 1/2,Transplant rejection,[ICD-11: NE84]
,#N/A,,,,
T76093,HBEGF,TARGETID,T76093,,
T76093,HBEGF,TARGNAME,Proheparin-binding EGF-like growth factor (HBEGF),,
T76093,HBEGF,INDICATI,Phase 1,Chronic tympanic membrane perforation,ICD-11: AB13
T76093,HBEGF,INDICATI,Phase 1,Ovarian cancer,[ICD-11: 2C73]
T76093,HBEGF,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T76198,TBXA2R,TARGETID,T76198,,
T76198,TBXA2R,TARGNAME,Thromboxane A2 receptor (TBXA2R),,
T76198,TBXA2R,INDICATI,Phase 2,Angina pectoris,[ICD-11: BA40]
T76198,TBXA2R,INDICATI,Discontinued in Phase 3,Arterial occlusive disease,[ICD-11: BD40]
T76198,TBXA2R,INDICATI,Phase 2,Asthma,ICD-11: CA23
T76198,TBXA2R,INDICATI,Phase 2,Asthma,[ICD-11: CA23]
T76198,TBXA2R,INDICATI,Terminated,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T76198,TBXA2R,INDICATI,Phase 1,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T76198,TBXA2R,INDICATI,Phase 4,Coronary atherosclerosis,[ICD-11: BA80]
T76198,TBXA2R,INDICATI,Approved,Diabetic foot ulcer,[ICD-11: BD54]
T76198,TBXA2R,INDICATI,Approved,Myocardial infarction,[ICD-11: BA41-BA43]
T76198,TBXA2R,INDICATI,Phase 2,Neuropathy,[ICD-11: 8C0Z]
T76198,TBXA2R,INDICATI,Approved,Sexual dysfunction,[ICD-11: HA00-HA01]
T76198,TBXA2R,INDICATI,Clinical trial,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T76198,TBXA2R,INDICATI,Phase 2,Thrombosis,[ICD-11: DB61-GB90]
T76198,TBXA2R,INDICATI,Phase 2/3,Vasomotor/allergic rhinitis,[ICD-11: CA08]
,#N/A,,,,
T76213,PAH,TARGETID,T76213,,
T76213,PAH,TARGNAME,Phenylalanine hydroxylase (PAH),,
T76213,PAH,INDICATI,Phase 2,Diabetes mellitus,[ICD-11: 5A10]
T76213,PAH,INDICATI,Investigative,Genetic prion disease,[ICD-11: 8E02]
T76213,PAH,INDICATI,Phase 2,Liver disease,[ICD-11: DB90-DB9Z]
T76213,PAH,INDICATI,Approved,Metabolism inborn error,[ICD-11: 5C50]
,#N/A,,,,
T76233,Hepatitis A virus HAVCR2,TARGETID,T76233,,
T76233,Hepatitis A virus HAVCR2,TARGNAME,Hepatitis A virus cellular receptor 2 (TIM3),,
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 2,Hodgkin lymphoma,[ICD-11: 2B30]
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 1,Lymphoma,[ICD-11: 2A80-2A86]
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 3,Myelodysplastic syndrome,[ICD-11: 2A37]
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 2,Non-small-cell lung cancer,[ICD-11: 2C25]
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 2,Oral cavity/oesophagus/stomach in situ carcinoma,[ICD-11: 2E60]
T76233,Hepatitis A virus HAVCR2,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T76285,ENPP3,TARGETID,T76285,,
T76285,ENPP3,TARGNAME,Phosphodiesterase I beta (ENPP3),,
T76285,ENPP3,INDICATI,Phase 2,Renal cell carcinoma,[ICD-11: 2C90]
,#N/A,,,,
T76310,#N/A,TARGETID,T76310,,
T76310,#N/A,TARGNAME,Calcium release (Ca rele),,
T76310,#N/A,INDICATI,Phase 2,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T76369,CES1,TARGETID,T76369,,
T76369,CES1,TARGNAME,Liver carboxylesterase (CES1),,
T76369,CES1,INDICATI,Phase 2/3,Arterial occlusive disease,[ICD-11: BD40]
T76369,CES1,INDICATI,Discontinued in Phase 3,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T76369,CES1,INDICATI,Phase 2,Hyper-lipoproteinaemia,[ICD-11: 5C80]
T76369,CES1,INDICATI,Clinical trial,Mature B-cell lymphoma,[ICD-11: 2A85]
T76369,CES1,INDICATI,Approved,Peroxisomal disease,[ICD-11: 5C57]
T76369,CES1,INDICATI,Approved,Synthesis disorder,[ICD-11: 5C52-5C59]
,#N/A,,,,
T76396,PGGT1B,TARGETID,T76396,,
T76396,PGGT1B,TARGNAME,Geranylgeranyl transferase I (GGTase-I),,
T76396,PGGT1B,INDICATI,Phase 1,Lymphoma,[ICD-11: 2A80-2A86]
T76396,PGGT1B,INDICATI,Terminated,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T76414,GRIN2B,TARGETID,T76414,,
T76414,GRIN2B,TARGNAME,Glutamate receptor ionotropic NMDA 2B (NMDAR2B),,
T76414,GRIN2B,INDICATI,Approved,Alpha-1-antitrypsin deficiency,[ICD-11: 5C5A]
T76414,GRIN2B,INDICATI,Terminated,Alzheimer disease,[ICD-11: 8A20]
T76414,GRIN2B,INDICATI,Phase 1,Cardiac arrest,[ICD-11: MC82]
T76414,GRIN2B,INDICATI,Terminated,Cerebral ischaemia,[ICD-11: 8B1Z]
T76414,GRIN2B,INDICATI,Investigative,Cerebral ischaemic stroke,[ICD-11: 8B11]
T76414,GRIN2B,INDICATI,Withdrawn from market,Chronic pain,[ICD-11: MG30]
T76414,GRIN2B,INDICATI,Phase 2,Depression,[ICD-11: 6A70-6A7Z]
T76414,GRIN2B,INDICATI,Phase 1,Dissociative neurological symptom disorder,[ICD-11: 6B60]
T76414,GRIN2B,INDICATI,Phase 1,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T76414,GRIN2B,INDICATI,Discontinued in Phase 2,General pain disorder,[ICD-11: 8E43]
T76414,GRIN2B,INDICATI,Investigative,Intracranial injury,[ICD-11: NA07]
T76414,GRIN2B,INDICATI,Phase 2,Multiple sclerosis,[ICD-11: 8A40]
T76414,GRIN2B,INDICATI,Terminated,Neurodegenerative disorder,[ICD-11: 8A20-8A23]
T76414,GRIN2B,INDICATI,Phase 2,Neuropathy,[ICD-11: 8C0Z]
T76414,GRIN2B,INDICATI,Phase 2,Parkinsonism,[ICD-11: 8A00]
,#N/A,,,,
T76497,PGD,TARGETID,T76497,,
T76497,PGD,TARGNAME,Phosphogluconate dehydrogenase (PGD),,
T76497,PGD,INDICATI,Approved,Pituitary gland disorder,[ICD-11: 5A60-5A61]
,#N/A,,,,
T76630,CD52,TARGETID,T76630,,
T76630,CD52,TARGNAME,Cambridge pathology 1 antigen (CD52),,
T76630,CD52,INDICATI,Approved,Mature B-cell leukaemia,[ICD-11: 2A82]
T76630,CD52,INDICATI,Approved,Multiple sclerosis,[ICD-11: 8A40]
,#N/A,,,,
T76685,CNR1,TARGETID,T76685,,
T76685,CNR1,TARGNAME,Cannabinoid receptor 1 (CB1),,
T76685,CNR1,INDICATI,Phase 1,Acute diabete complication,[ICD-11: 5A2Y]
T76685,CNR1,INDICATI,Approved,Anorexia nervosa,[ICD-11: 6B80]
T76685,CNR1,INDICATI,Phase 2,Cannabis use disorder,[ICD-11: 6C41]
T76685,CNR1,INDICATI,Investigative,Central nervous system disease,[ICD-11: 8A04-8D87]
T76685,CNR1,INDICATI,Discontinued in Phase 1,Cerebral ischaemia,[ICD-11: 8B1Z]
T76685,CNR1,INDICATI,Phase 2,Chronic kidney disease,[ICD-11: GB61]
T76685,CNR1,INDICATI,Phase 2,Colorectal cancer,[ICD-11: 2B91]
T76685,CNR1,INDICATI,Patented,General pain disorder,[ICD-11: 8E43]
T76685,CNR1,INDICATI,Discontinued in Phase 1,Hypertension,[ICD-11: BA00-BA04]
T76685,CNR1,INDICATI,Phase 2,Inborn lipid metabolism error,[ICD-11: 5C52]
T76685,CNR1,INDICATI,Approved,Insomnia,[ICD-11: 7A00-7A0Z]
T76685,CNR1,INDICATI,Discontinued in Phase 2,Ischemia,[ICD-11: 8B10-8B11]
T76685,CNR1,INDICATI,Patented,Low bone mass disorder,[ICD-11: FB83]
T76685,CNR1,INDICATI,Phase 1,Metabolic disorder,[ICD-11: 5C50-5D2Z]
T76685,CNR1,INDICATI,Phase 2/3,Nausea/vomiting,[ICD-11: MD90]
T76685,CNR1,INDICATI,Phase 2,Nicotine use disorder,[ICD-11: 6C4A]
T76685,CNR1,INDICATI,Approved,Obesity,[ICD-11: 5B80-5B81]
T76685,CNR1,INDICATI,Investigative,Ovarian cancer,[ICD-11: 2C73]
T76685,CNR1,INDICATI,Discontinued in Phase 2,Pain,[ICD-11: MG30-MG3Z]
T76685,CNR1,INDICATI,Patented,Prostate cancer,[ICD-11: 2C82]
T76685,CNR1,INDICATI,Investigative,Psychoactive substances use disorder,[ICD-11: 6C4G]
T76685,CNR1,INDICATI,Discontinued in Phase 2,Psychotic disorder,[ICD-11: 6A20-6A25]
T76685,CNR1,INDICATI,Discontinued in Phase 1,Schizophrenia,[ICD-11: 6A20]
T76685,CNR1,INDICATI,Phase 1,Type 2 diabetes mellitus,[ICD-11: 5A11]
T76685,CNR1,INDICATI,Phase 3,Urinary tract infection,[ICD-11: GC08]
T76685,CNR1,INDICATI,Discontinued in Phase 2,Zoster,[ICD-11: 1E91]
,#N/A,,,,
T76701,#N/A,TARGETID,T76701,,
T76701,#N/A,TARGNAME,Cyclin D1/E2F pathway (CCND1/E2F pathway),,
T76701,#N/A,INDICATI,Discontinued in Phase 2,Qualitative platelet defect,[ICD-11: 3B62]
,#N/A,,,,
T76846,MC3R,TARGETID,T76846,,
T76846,MC3R,TARGNAME,Melanocortin receptor 3 (MC3R),,
T76846,MC3R,INDICATI,Preclinical,Obesity,[ICD-11: 5B80-5B81]
T76846,MC3R,INDICATI,Preclinical,Sexual dysfunction,[ICD-11: HA00-HA01]
T76846,MC3R,INDICATI,Preclinical,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T76855,Stap-coc tuf,TARGETID,T76855,,
